facility_id,subcounty_id,county_id,facility_name,facility_type,bed_capacity
3040,240,36,Health_HJIEFJ,Clinic,17
3041,270,43,Health_UXNZWI,Dispensary,18
3042,121,18,Health_CVEKIZ,Health Centre,13
3043,274,44,Health_BZASNE,County Hospital,15
3044,57,11,Health_NBHQFT,Clinic,17
3045,150,23,Health_KYNICM,Dispensary,10
3046,136,20,Health_ZZTYAQ,Dispensary,9
3047,111,17,Health_MNGPGU,Health Centre,7
3048,141,22,Health_MIIQYJ,Clinic,15
3049,154,24,Health_JWOZJT,County Hospital,10
3050,279,45,Health_JQJEHU,Health Centre,10
3051,251,38,Health_VSFBCH,Sub-county Hospital,5
3052,247,38,Health_PATYUX,Dispensary,7
3053,168,26,Health_KJRNJQ,Sub-county Hospital,7
3054,56,10,Health_UFUCDK,Clinic,6
3055,223,33,Health_NFHRLB,Clinic,11
3056,87,13,Health_PNBBOE,Dispensary,10
3057,92,14,Health_VUZFPB,Sub-county Hospital,13
3058,55,10,Health_PXQTCI,Sub-county Hospital,12
3059,211,31,Health_MXTYBR,Sub-county Hospital,12
3060,139,21,Health_CBGSGS,Health Centre,10
3061,265,42,Health_YOYEXS,County Hospital,7
3062,68,11,Health_QKGDBT,County Hospital,12
3063,222,32,Health_IZLYBP,County Hospital,14
3064,262,42,Health_EUCKXO,County Hospital,14
3065,8,2,Health_KMUCXX,County Hospital,5
3066,148,23,Health_MYRDDA,Dispensary,9
3067,41,8,Health_NGRUTK,Sub-county Hospital,17
3068,43,8,Health_XXFYNH,Clinic,6
3069,53,10,Health_PLROQK,Dispensary,10
3070,18,3,Health_HQGRGS,Health Centre,9
3071,37,7,Health_RKYJNA,Sub-county Hospital,14
3072,63,11,Health_NZXRSJ,Health Centre,11
3073,84,13,Health_EBMRKX,Clinic,14
3074,218,32,Health_RBVFEE,Sub-county Hospital,11
3075,178,27,Health_FYEHBH,Clinic,11
3076,79,13,Health_CZBREE,Clinic,10
3077,138,20,Health_LOFNCH,County Hospital,6
3078,8,2,Health_CWOHFW,Dispensary,7
3079,1,1,Health_XAIYEN,Health Centre,17
3080,275,44,Health_SIJUNK,Clinic,5
3081,37,7,Health_XZUAOK,Health Centre,8
3082,227,33,Health_ZTTJHD,Clinic,12
3083,1,1,Health_IWKCBK,Dispensary,15
3084,97,15,Health_XZWRIG,Sub-county Hospital,11
3085,262,42,Health_QHLWGN,Health Centre,4
3086,168,26,Health_RNWGHG,Sub-county Hospital,11
3087,32,6,Health_YINNAJ,County Hospital,15
3088,25,4,Health_AWUSNJ,Health Centre,7
3089,4,1,Health_JFDWXB,Clinic,8
3090,245,37,Health_ITMPUQ,Sub-county Hospital,8
3091,213,31,Health_HHAFZY,County Hospital,11
3092,98,15,Health_NSOINO,Dispensary,18
3093,163,25,Health_HBBFFH,Clinic,4
3094,51,9,Health_RSQWYN,Dispensary,6
3095,13,3,Health_XVFTDU,Health Centre,12
3096,30,5,Health_HXYOBT,Clinic,10
3097,146,22,Health_XZJNCY,County Hospital,8
3098,271,43,Health_TXZYQL,County Hospital,5
3099,130,19,Health_VBUZQS,Sub-county Hospital,14
3100,111,17,Health_OIVUCD,County Hospital,10
3101,138,20,Health_NSOSFH,Health Centre,12
3102,267,43,Health_NXOJSV,Clinic,9
3103,71,12,Health_JOAIUF,Health Centre,4
3104,127,18,Health_RPCHHG,Clinic,8
3105,99,15,Health_BDWGTD,County Hospital,1
3106,58,11,Health_PJCOZL,Clinic,16
3107,281,45,Health_ZMDRHY,Dispensary,5
3108,178,27,Health_OWRBYS,County Hospital,9
3109,88,14,Health_ZGRRRH,County Hospital,12
3110,39,7,Health_PCEXXY,Health Centre,8
3111,213,31,Health_NTWADH,Clinic,5
3112,270,43,Health_UFFVUB,Health Centre,9
3113,127,18,Health_HYHWYN,County Hospital,10
3114,271,43,Health_NTHDMU,County Hospital,19
3115,198,30,Health_TQDNRU,County Hospital,8
3116,138,20,Health_FJNNSR,Health Centre,13
3117,4,1,Health_SLCQMQ,Health Centre,6
3118,64,11,Health_XSSXPS,Dispensary,10
3119,253,39,Health_PRRLNQ,County Hospital,19
3120,165,26,Health_TXCFKN,County Hospital,7
3121,202,30,Health_ODHUMW,Health Centre,11
3122,291,47,Health_QBRLWU,Dispensary,10
3123,119,18,Health_ALPVWT,Dispensary,5
3124,189,29,Health_WFTNVG,Clinic,8
3125,261,41,Health_IVDRPQ,Dispensary,13
3126,249,38,Health_IZSQBE,County Hospital,11
3127,199,30,Health_AMNMHY,Health Centre,7
3128,162,25,Health_VKNBKR,Dispensary,6
3129,198,30,Health_QYIGGT,Health Centre,13
3130,198,30,Health_KXJFLA,County Hospital,10
3131,162,25,Health_AIWWOB,Sub-county Hospital,12
3132,291,47,Health_BSOSOS,Sub-county Hospital,8
3133,39,7,Health_HRJTMY,Health Centre,5
3134,87,13,Health_RXSPKP,Health Centre,9
3135,211,31,Health_WIASNS,Sub-county Hospital,18
3136,155,24,Health_MULCLC,Clinic,9
3137,74,12,Health_HWBJQN,Health Centre,10
3138,29,5,Health_WMPLTB,County Hospital,14
3139,131,19,Health_HBAQWB,Clinic,18
3140,26,4,Health_SYVASB,Dispensary,4
3141,35,7,Health_OTAAPX,Dispensary,10
3142,215,31,Health_ZGUBPX,Sub-county Hospital,13
3143,115,18,Health_RTHBES,Dispensary,10
3144,1,1,Health_DPWUNH,County Hospital,11
3145,152,23,Health_MMORUB,County Hospital,14
3146,195,30,Health_FGIODK,Dispensary,11
3147,264,42,Health_HAHKDZ,Dispensary,14
3148,241,36,Health_LKELPI,Sub-county Hospital,6
3149,252,39,Health_PQKMXF,Dispensary,10
3150,82,13,Health_VQJNDK,Dispensary,11
3151,48,8,Health_SWHZFY,Sub-county Hospital,9
3152,285,46,Health_GAOTEF,Clinic,13
3153,96,15,Health_IGRRNA,Health Centre,16
3154,42,8,Health_VROGLW,Dispensary,17
3155,33,6,Health_TRILDU,Clinic,6
3156,207,30,Health_CYMUKJ,Dispensary,10
3157,155,24,Health_SMQRJT,Dispensary,15
3158,255,40,Health_WOOBMU,Dispensary,15
3159,115,18,Health_PYXTGV,Clinic,11
3160,13,3,Health_DGNLMK,Clinic,9
3161,20,3,Health_RDNBBA,Clinic,14
3162,240,36,Health_UCILWS,County Hospital,10
3163,224,33,Health_OYPONB,Clinic,15
3164,248,38,Health_LONMZB,Dispensary,13
3165,160,25,Health_XOUWEL,Sub-county Hospital,9
3166,176,27,Health_SZDPJO,Sub-county Hospital,12
3167,50,9,Health_SYNWUP,Sub-county Hospital,7
3168,183,28,Health_XLBWDN,County Hospital,8
3169,109,17,Health_HQGKQC,County Hospital,12
3170,76,13,Health_PZAKDB,Clinic,7
3171,95,15,Health_SEAWTB,Health Centre,6
3172,87,13,Health_GRACSB,Clinic,9
3173,28,5,Health_AXEPGK,Dispensary,11
3174,82,13,Health_RTPOKW,County Hospital,17
3175,117,18,Health_CFKUPO,Dispensary,5
3176,213,31,Health_KNOVHJ,Clinic,10
3177,15,3,Health_OAQKIJ,Clinic,10
3178,72,12,Health_PYRUAH,Dispensary,11
3179,281,45,Health_YZUBDA,Clinic,11
3180,201,30,Health_FTEERD,Sub-county Hospital,9
3181,71,12,Health_LMTGZL,County Hospital,14
3182,110,17,Health_DGURHK,Clinic,7
3183,99,15,Health_KHMNNZ,County Hospital,13
3184,139,21,Health_HTIFEB,Sub-county Hospital,16
3185,117,18,Health_OEVAZW,Dispensary,10
3186,105,16,Health_GEYZJQ,Clinic,11
3187,266,42,Health_EWBWTW,Health Centre,7
3188,257,40,Health_XQJXUP,Clinic,7
3189,19,3,Health_XPCYSH,Sub-county Hospital,18
3190,59,11,Health_VSVOMX,Health Centre,15
3191,60,11,Health_RFXFPF,Clinic,8
3192,64,11,Health_JHCXUT,Clinic,4
3193,30,5,Health_CDMPCN,Dispensary,12
3194,25,4,Health_FCKVWA,Dispensary,9
3195,221,32,Health_QIGUDA,Health Centre,13
3196,276,44,Health_RFZBXO,County Hospital,16
3197,144,22,Health_ZUPYOO,Sub-county Hospital,7
3198,66,11,Health_KPCGYK,Health Centre,9
3199,135,20,Health_STPWIA,Dispensary,9
3200,188,29,Health_UBOXMI,Health Centre,9
3201,272,43,Health_JDQPTT,Health Centre,7
3202,33,6,Health_NRSXKZ,County Hospital,14
3203,250,38,Health_XWEHSQ,Dispensary,11
3204,233,35,Health_KYLMUE,Clinic,11
3205,158,24,Health_DZREBD,Health Centre,11
3206,272,43,Health_ILCFHV,Sub-county Hospital,12
3207,47,8,Health_HGTXBX,Sub-county Hospital,16
3208,226,33,Health_MJMMWU,County Hospital,14
3209,121,18,Health_ZTAIUT,County Hospital,11
3210,122,18,Health_ASZZMH,Health Centre,7
3211,179,27,Health_ENNCGF,Health Centre,7
3212,140,21,Health_RIKPLU,County Hospital,9
3213,153,23,Health_ACLVLO,Clinic,13
3214,114,17,Health_SLMRQQ,Sub-county Hospital,9
3215,168,26,Health_ALPZPG,Clinic,8
3216,199,30,Health_WRFQIW,Sub-county Hospital,7
3217,111,17,Health_SNSHZV,Health Centre,9
3218,161,25,Health_OYOYSD,Clinic,5
3219,243,37,Health_MWSUTF,Health Centre,10
3220,207,30,Health_CKHEHL,Dispensary,7
3221,157,24,Health_HPPBLO,Clinic,13
3222,55,10,Health_NNJBHZ,Health Centre,11
3223,81,13,Health_FTYVAU,Sub-county Hospital,11
3224,152,23,Health_ALFXUG,Dispensary,8
3225,120,18,Health_VLWBUW,Clinic,9
3226,75,12,Health_GDQMUX,Sub-county Hospital,12
3227,91,14,Health_FMLYRJ,Sub-county Hospital,6
3228,191,30,Health_LLGWRG,Health Centre,10
3229,82,13,Health_NFWKFP,Dispensary,11
3230,41,8,Health_SGACEQ,Health Centre,12
3231,125,18,Health_XLEYVM,Health Centre,10
3232,30,5,Health_BVRRKT,Dispensary,10
3233,215,31,Health_TDAIZW,Clinic,12
3234,52,10,Health_RMAHXX,Sub-county Hospital,12
3235,23,4,Health_ASKZSX,Sub-county Hospital,10
3236,94,14,Health_XEBRZJ,County Hospital,9
3237,82,13,Health_GGDQAD,Sub-county Hospital,13
3238,3,1,Health_RKZDAT,Clinic,12
3239,186,29,Health_OGFCHX,County Hospital,10
3240,175,27,Health_JWDJYP,Dispensary,7
3241,90,14,Health_HRIPDI,Dispensary,12
3242,241,36,Health_CNIRHM,Sub-county Hospital,10
3243,9,2,Health_ZGGTXP,Clinic,9
3244,186,29,Health_AWRPTB,Dispensary,10
3245,233,35,Health_BRYJIC,Health Centre,7
3246,232,34,Health_LSVQOX,Health Centre,5
3247,19,3,Health_UHBJDC,Sub-county Hospital,7
3248,127,18,Health_HCNTKW,Dispensary,12
3249,223,33,Health_XRJXBU,Sub-county Hospital,9
3250,112,17,Health_ZWDXMP,Dispensary,6
3251,291,47,Health_BDEXJR,Health Centre,17
3252,217,31,Health_GAPJVA,Sub-county Hospital,12
3253,20,3,Health_BKQPPJ,Dispensary,14
3254,142,22,Health_QGKBBA,County Hospital,11
3255,132,19,Health_URJEJK,County Hospital,14
3256,78,13,Health_JNYPZB,Dispensary,7
3257,195,30,Health_LOZXCK,Dispensary,18
3258,250,38,Health_KFLILE,County Hospital,21
3259,74,12,Health_BZQFKO,Dispensary,11
3260,22,4,Health_WUFBTP,Health Centre,6
3261,124,18,Health_GSJOYT,Dispensary,7
3262,230,34,Health_YRMNWN,Dispensary,6
3263,213,31,Health_TYYKVS,Health Centre,16
3264,6,1,Health_QASOIO,Dispensary,12
3265,228,33,Health_WCZBFK,Sub-county Hospital,7
3266,57,11,Health_DUGTCE,Dispensary,9
3267,35,7,Health_XDGEFY,Clinic,7
3268,118,18,Health_PCXMML,Dispensary,9
3269,136,20,Health_YQWWZM,Sub-county Hospital,10
3270,61,11,Health_IDAXJT,Dispensary,8
3271,55,10,Health_PHOWLQ,Dispensary,10
3272,201,30,Health_GFSVIW,Sub-county Hospital,10
3273,46,8,Health_TMQURB,County Hospital,8
3274,57,11,Health_RWCSPK,County Hospital,4
3275,251,38,Health_BBTRLF,Dispensary,14
3276,31,6,Health_XUUJKD,County Hospital,11
3277,284,46,Health_EWEXGI,County Hospital,9
3278,89,14,Health_NUNFUO,County Hospital,12
3279,26,4,Health_DEBDWP,Dispensary,13
3280,224,33,Health_WBELAK,Health Centre,6
3281,41,8,Health_EINTOD,Health Centre,13
3282,131,19,Health_NXMGOG,Health Centre,7
3283,110,17,Health_HIJOXP,Clinic,12
3284,118,18,Health_DQYNZA,Dispensary,13
3285,165,26,Health_GBGURU,Sub-county Hospital,8
3286,133,19,Health_YYRMBR,Dispensary,11
3287,47,8,Health_YGLQSF,Health Centre,10
3288,26,4,Health_UJIBSZ,Health Centre,4
3289,63,11,Health_XDQAGX,Sub-county Hospital,16
3290,134,20,Health_GIBQNI,Health Centre,11
3291,202,30,Health_NLPUHX,Clinic,10
3292,184,28,Health_TQLGJK,Clinic,9
3293,127,18,Health_RFMUUO,Dispensary,8
3294,196,30,Health_EJBXEV,Clinic,12
3295,224,33,Health_KWTKEJ,Dispensary,10
3296,70,12,Health_VMRDET,Dispensary,14
3297,279,45,Health_LYBUIF,County Hospital,12
3298,236,35,Health_NSYWZJ,Dispensary,11
3299,143,22,Health_DUGZRW,Dispensary,13
3300,278,45,Health_CUYFCB,County Hospital,13
3301,222,32,Health_YENGEW,Health Centre,14
3302,27,5,Health_TBQBRX,Clinic,7
3303,264,42,Health_LOSKQU,Sub-county Hospital,14
3304,53,10,Health_ZRNTRJ,Clinic,5
3305,170,26,Health_BOMCMP,Health Centre,6
3306,140,21,Health_JUMRQU,Health Centre,7
3307,127,18,Health_WWKXRD,Dispensary,11
3308,50,9,Health_XQKJDX,Sub-county Hospital,6
3309,289,47,Health_IYPAXP,Dispensary,8
3310,143,22,Health_WJMCUN,County Hospital,7
3311,188,29,Health_TXHPAI,Dispensary,9
3312,56,10,Health_KKOKUZ,County Hospital,10
3313,52,10,Health_DVKBVR,Sub-county Hospital,10
3314,23,4,Health_HHOBTE,Sub-county Hospital,15
3315,157,24,Health_EVINAW,County Hospital,11
3316,16,3,Health_YHZXMJ,Sub-county Hospital,9
3317,184,28,Health_UMVIRR,Dispensary,9
3318,92,14,Health_KNGMPL,Dispensary,17
3319,205,30,Health_QQKFTY,County Hospital,11
3320,257,40,Health_CMZZLO,Sub-county Hospital,6
3321,75,12,Health_HPVIHO,Dispensary,6
3322,243,37,Health_WLTYFN,Sub-county Hospital,12
3323,174,27,Health_QRIAEA,Sub-county Hospital,14
3324,5,1,Health_PVKMHM,County Hospital,8
3325,194,30,Health_JRURYB,County Hospital,8
3326,272,43,Health_VUQCLO,Dispensary,10
3327,78,13,Health_IBHKBK,Health Centre,6
3328,97,15,Health_HRIYCP,Clinic,9
3329,186,29,Health_JUQKXQ,Clinic,11
3330,195,30,Health_CRKXAW,Sub-county Hospital,14
3331,86,13,Health_DUNFXB,Health Centre,10
3332,282,46,Health_GNTWBX,Health Centre,8
3333,132,19,Health_MFQZDW,County Hospital,12
3334,249,38,Health_HPDTVB,Sub-county Hospital,15
3335,283,46,Health_VFNTVL,Dispensary,8
3336,285,46,Health_PXMKIS,Dispensary,12
3337,7,2,Health_WIXNFM,County Hospital,14
3338,71,12,Health_PNLOUL,Sub-county Hospital,9
3339,210,31,Health_PYWBRH,Dispensary,2
3340,100,16,Health_SJGZXK,Sub-county Hospital,16
3341,274,44,Health_LMBUTH,Health Centre,8
3342,105,16,Health_SAFFJT,Sub-county Hospital,6
3343,158,24,Health_KMWQXI,Clinic,8
3344,80,13,Health_BPLGNR,County Hospital,10
3345,15,3,Health_TJWTHV,Health Centre,7
3346,120,18,Health_FMFTUV,Sub-county Hospital,16
3347,241,36,Health_AZAYCI,Clinic,8
3348,68,11,Health_TBFHYB,Health Centre,16
3349,199,30,Health_CJZICE,County Hospital,8
3350,288,47,Health_MXXAXB,Sub-county Hospital,7
3351,187,29,Health_QYOWDQ,Clinic,9
3352,27,5,Health_LWYCLD,Clinic,12
3353,146,22,Health_PAVDTH,Sub-county Hospital,10
3354,282,46,Health_PVQFSK,Dispensary,7
3355,120,18,Health_ULFDGA,Dispensary,10
3356,196,30,Health_MFFKZV,Sub-county Hospital,10
3357,157,24,Health_KOHGPT,Clinic,10
3358,74,12,Health_FPPCXU,Dispensary,7
3359,21,4,Health_BTWIJQ,County Hospital,12
3360,208,31,Health_FYNLVH,Dispensary,7
3361,55,10,Health_NNVBKY,Dispensary,13
3362,240,36,Health_SZMTPS,County Hospital,9
3363,162,25,Health_UMCPWZ,Sub-county Hospital,15
3364,5,1,Health_YHFAWM,County Hospital,12
3365,169,26,Health_VBPZFM,Clinic,14
3366,152,23,Health_UHOFXJ,County Hospital,13
3367,153,23,Health_OWUEVZ,Sub-county Hospital,5
3368,117,18,Health_RSHCGA,Clinic,13
3369,240,36,Health_VJUTPQ,Health Centre,8
3370,162,25,Health_JDNNLK,County Hospital,15
3371,124,18,Health_IBOPRZ,County Hospital,8
3372,178,27,Health_FPHIJJ,Health Centre,9
3373,142,22,Health_THNQEA,Dispensary,12
3374,78,13,Health_RJNSRX,County Hospital,8
3375,31,6,Health_UOOSTS,Clinic,14
3376,243,37,Health_RAEMFH,County Hospital,7
3377,72,12,Health_ZBGXTQ,Clinic,14
3378,125,18,Health_MXQJUT,Dispensary,11
3379,141,22,Health_OAONLU,Health Centre,5
3380,165,26,Health_TARQNT,County Hospital,9
3381,72,12,Health_BXZMIH,Health Centre,12
3382,33,6,Health_RTSLHB,County Hospital,13
3383,28,5,Health_EYXEMN,Dispensary,16
3384,239,36,Health_DSPBKF,Health Centre,8
3385,239,36,Health_TNSNOS,Health Centre,1
3386,274,44,Health_SEQFZL,Health Centre,10
3387,272,43,Health_YZPHNO,Clinic,10
3388,103,16,Health_RJJBFH,Dispensary,8
3389,98,15,Health_TAOQHM,Clinic,10
3390,179,27,Health_CPIUMK,Sub-county Hospital,11
3391,115,18,Health_HLCSBU,Health Centre,12
3392,229,34,Health_THQAMF,County Hospital,16
3393,157,24,Health_MRVODP,Health Centre,8
3394,4,1,Health_RIWYYZ,Sub-county Hospital,9
3395,1,1,Health_CZWIRO,Clinic,6
3396,275,44,Health_BMJWJT,Dispensary,17
3397,261,41,Health_RJOMTO,Clinic,9
3398,260,41,Health_HJJMUG,County Hospital,8
3399,82,13,Health_UJQLUQ,Health Centre,7
3400,278,45,Health_FDGMXP,County Hospital,9
3401,126,18,Health_KBEUOC,Sub-county Hospital,15
3402,286,46,Health_IXOKYN,Health Centre,5
3403,122,18,Health_ZNQABG,Dispensary,10
3404,161,25,Health_BACHFQ,County Hospital,6
3405,113,17,Health_NCXIYV,Clinic,11
3406,61,11,Health_MRUFQQ,Health Centre,10
3407,160,25,Health_AYIGZT,Health Centre,12
3408,146,22,Health_VVSUAO,Sub-county Hospital,12
3409,117,18,Health_CFQWFC,County Hospital,10
3410,5,1,Health_QJZKUZ,Clinic,12
3411,248,38,Health_NSALKX,Dispensary,15
3412,41,8,Health_HRPQCJ,Clinic,14
3413,105,16,Health_ITUMMR,Dispensary,5
3414,5,1,Health_MIFXGI,Clinic,10
3415,9,2,Health_XWCANM,County Hospital,4
3416,96,15,Health_JASKCN,County Hospital,9
3417,233,35,Health_HCGPXJ,County Hospital,17
3418,259,41,Health_NQEPIX,Health Centre,6
3419,150,23,Health_KGFCQS,County Hospital,12
3420,16,3,Health_LVZDCM,Dispensary,10
3421,201,30,Health_SJYFPP,County Hospital,10
3422,115,18,Health_HETQYJ,County Hospital,12
3423,165,26,Health_KVALLH,County Hospital,11
3424,105,16,Health_TIGQYG,Sub-county Hospital,5
3425,207,30,Health_FDBIAA,Dispensary,7
3426,281,45,Health_VOHOOJ,Sub-county Hospital,12
3427,292,47,Health_DNEHRK,Sub-county Hospital,11
3428,244,37,Health_AHEATW,Sub-county Hospital,14
3429,157,24,Health_GJQZZC,Sub-county Hospital,10
3430,41,8,Health_GIQUAC,County Hospital,9
3431,26,4,Health_BVOJVB,Dispensary,12
3432,233,35,Health_ZZWSKK,Health Centre,12
3433,119,18,Health_TFNGOW,Dispensary,13
3434,138,20,Health_DGGEKD,Dispensary,10
3435,152,23,Health_XSGYCC,Dispensary,6
3436,82,13,Health_GHQGJC,County Hospital,12
3437,121,18,Health_JQIDTV,Sub-county Hospital,18
3438,28,5,Health_AODZXC,Sub-county Hospital,6
3439,249,38,Health_JPHIFF,Clinic,12
3440,87,13,Health_HXZBXS,Sub-county Hospital,11
3441,35,7,Health_XSFXDL,Dispensary,11
3442,20,3,Health_NJILSB,County Hospital,9
3443,37,7,Health_PZQWCP,Health Centre,12
3444,51,9,Health_WGFUVW,Dispensary,12
3445,268,43,Health_EFVTQI,Sub-county Hospital,6
3446,96,15,Health_WTZYOG,County Hospital,14
3447,87,13,Health_LWHAMX,Dispensary,12
3448,4,1,Health_UHDHZD,Sub-county Hospital,8
3449,265,42,Health_DUNCTV,Sub-county Hospital,10
3450,156,24,Health_VSYPRJ,Sub-county Hospital,3
3451,195,30,Health_FAVGLD,County Hospital,5
3452,250,38,Health_YXKKIK,Health Centre,1
3453,210,31,Health_QFQFRH,Health Centre,11
3454,10,2,Health_VPZCDR,Dispensary,10
3455,108,17,Health_KTFFYM,Health Centre,10
3456,156,24,Health_HSBVNQ,County Hospital,13
3457,25,4,Health_HZXTFY,Sub-county Hospital,7
3458,189,29,Health_DTPXJJ,County Hospital,7
3459,179,27,Health_WQLXCA,Clinic,11
3460,55,10,Health_PMSBFW,Clinic,6
3461,15,3,Health_PKEODT,Sub-county Hospital,8
3462,189,29,Health_KDYFXF,Sub-county Hospital,5
3463,146,22,Health_JKOZTG,Sub-county Hospital,15
3464,27,5,Health_VZPJFN,Dispensary,5
3465,170,26,Health_INTTOF,Dispensary,7
3466,89,14,Health_JILVKR,Dispensary,9
3467,21,4,Health_LVHSNR,Dispensary,9
3468,105,16,Health_WAVURM,Clinic,11
3469,53,10,Health_OYPRSI,Clinic,9
3470,282,46,Health_ZWFNTZ,Health Centre,9
3471,139,21,Health_DBFKSA,Dispensary,14
3472,286,46,Health_NIRMJS,Clinic,10
3473,52,10,Health_BSEBPO,County Hospital,15
3474,117,18,Health_HFDAQH,Clinic,5
3475,199,30,Health_GWNAKP,County Hospital,5
3476,172,26,Health_NTXADN,Dispensary,9
3477,202,30,Health_FMBJJE,Dispensary,10
3478,278,45,Health_BEMQJS,County Hospital,13
3479,261,41,Health_AEFPPK,Sub-county Hospital,10
3480,76,13,Health_EGBOZQ,Clinic,10
3481,5,1,Health_PRXKLK,County Hospital,11
3482,42,8,Health_LCKETM,Sub-county Hospital,8
3483,254,39,Health_UGRWGT,Clinic,8
3484,162,25,Health_OKDJFJ,Clinic,8
3485,70,12,Health_ZCQVVI,Health Centre,14
3486,11,2,Health_UUDJGC,Clinic,7
3487,240,36,Health_LVAQHJ,Sub-county Hospital,11
3488,249,38,Health_IHPDGQ,Health Centre,17
3489,266,42,Health_DEHIAU,Clinic,16
3490,5,1,Health_SLHNLM,Clinic,11
3491,81,13,Health_JUAGER,Sub-county Hospital,8
3492,146,22,Health_KWJYRR,County Hospital,15
3493,203,30,Health_QXGCSU,Sub-county Hospital,16
3494,143,22,Health_IDWXBP,Sub-county Hospital,8
3495,126,18,Health_SFIKSB,Dispensary,10
3496,206,30,Health_EWUNNX,Dispensary,10
3497,132,19,Health_CUFNXJ,County Hospital,10
3498,29,5,Health_VPASGF,Clinic,14
3499,123,18,Health_YZATHV,Dispensary,13
3500,114,17,Health_NTUIBN,Sub-county Hospital,12
3501,179,27,Health_PEVVNX,County Hospital,9
3502,32,6,Health_ELXJXA,County Hospital,7
3503,55,10,Health_OSEKYQ,Health Centre,7
3504,252,39,Health_XHNGHW,Dispensary,8
3505,240,36,Health_ABILOB,Sub-county Hospital,8
3506,33,6,Health_RLKBWB,Health Centre,10
3507,121,18,Health_CBPPDK,Dispensary,11
3508,74,12,Health_OXOQTX,Clinic,19
3509,256,40,Health_XEEDIV,Sub-county Hospital,10
3510,57,11,Health_QSRLZS,Clinic,10
3511,216,31,Health_EGEUMX,Clinic,13
3512,210,31,Health_OPHCOQ,Dispensary,7
3513,115,18,Health_GKLYWD,Clinic,13
3514,51,9,Health_NLUMPR,Clinic,7
3515,139,21,Health_IQHMGD,Health Centre,11
3516,224,33,Health_JRFVSQ,Sub-county Hospital,5
3517,199,30,Health_LBOIBN,County Hospital,10
3518,244,37,Health_PGKJCM,Clinic,10
3519,174,27,Health_CYWPRV,Health Centre,9
3520,149,23,Health_UXFIWP,Health Centre,11
3521,225,33,Health_VYTBRK,Health Centre,11
3522,11,2,Health_GNBVGF,County Hospital,12
3523,39,7,Health_IAMQUH,Health Centre,7
3524,75,12,Health_VJICCQ,Clinic,7
3525,267,43,Health_MJWGHU,Dispensary,9
3526,241,36,Health_YRZBFH,Clinic,10
3527,232,34,Health_FQBNLD,Sub-county Hospital,8
3528,5,1,Health_OTILLC,Dispensary,7
3529,200,30,Health_SEMXWA,Clinic,10
3530,96,15,Health_UZVQOQ,Health Centre,15
3531,58,11,Health_DWZQWZ,Clinic,8
3532,254,39,Health_HHXAEL,Health Centre,8
3533,217,31,Health_WEKVSZ,Clinic,2
3534,162,25,Health_UAQZZR,Dispensary,12
3535,170,26,Health_YDJVCF,Health Centre,15
3536,167,26,Health_CTSZAY,Health Centre,8
3537,223,33,Health_HUUXQL,Clinic,12
3538,195,30,Health_VGYCSN,Clinic,15
3539,49,9,Health_GCCVBP,Dispensary,10
3540,98,15,Health_ISNGVH,Sub-county Hospital,8
3541,5,1,Health_USTHPV,Clinic,9
3542,83,13,Health_QOPZNV,County Hospital,5
3543,230,34,Health_KYLACN,Clinic,9
3544,26,4,Health_NZLVPN,Clinic,9
3545,88,14,Health_KAOCFC,County Hospital,9
3546,37,7,Health_JEISJU,Sub-county Hospital,12
3547,285,46,Health_OWSPOS,Health Centre,12
3548,244,37,Health_XYPGKB,Clinic,8
3549,60,11,Health_BEBTKM,Sub-county Hospital,10
3550,34,6,Health_TJFNZP,Health Centre,12
3551,45,8,Health_GSSBMP,County Hospital,12
3552,65,11,Health_HYMNGX,Sub-county Hospital,8
3553,5,1,Health_SSCSZS,Dispensary,7
3554,152,23,Health_ZJLPUR,Health Centre,10
3555,194,30,Health_JQGRIW,Health Centre,8
3556,133,19,Health_ABTJFQ,Sub-county Hospital,12
3557,123,18,Health_KXGJSP,Clinic,10
3558,204,30,Health_DTDZBP,Dispensary,8
3559,99,15,Health_AIFOXM,County Hospital,10
3560,152,23,Health_GARITI,Sub-county Hospital,9
3561,152,23,Health_VLBSUK,Health Centre,8
3562,284,46,Health_ZXBGAW,County Hospital,11
3563,155,24,Health_SUYQVB,Clinic,8
3564,25,4,Health_YZXQSL,Dispensary,2
3565,239,36,Health_DAFVMT,Health Centre,10
3566,77,13,Health_LMYNJE,Health Centre,9
3567,204,30,Health_VTKPKG,County Hospital,13
3568,250,38,Health_XSSZJC,Sub-county Hospital,11
3569,263,42,Health_BBLRGA,County Hospital,7
3570,286,46,Health_QBBSKE,Sub-county Hospital,11
3571,40,7,Health_QKFTHB,County Hospital,13
3572,171,26,Health_UBIUYX,County Hospital,11
3573,94,14,Health_DZMBAK,Clinic,10
3574,128,18,Health_EBUMAN,Dispensary,8
3575,233,35,Health_BXABEF,Sub-county Hospital,10
3576,267,43,Health_NPNWJQ,County Hospital,10
3577,58,11,Health_NVCQIO,Clinic,6
3578,142,22,Health_HDCDYW,Clinic,11
3579,50,9,Health_URBPGA,Sub-county Hospital,3
3580,273,44,Health_LXATLI,County Hospital,11
3581,244,37,Health_AHWWIF,Health Centre,10
3582,144,22,Health_ZDMPNH,Clinic,8
3583,19,3,Health_KIHGLR,Clinic,15
3584,167,26,Health_FZKKBF,County Hospital,8
