project_id,county_id,project_name,project_type,start_year,completion_status
1006,12,Infra_3FQT4F,Hospital upgrade,2017,Planned
1007,45,Infra_WFWOL1,Electricity,2011,Ongoing
1008,45,Infra_42U9JP,Bridge,2007,Completed
1009,16,Infra_OK8MTX,Bridge,2013,Completed
1010,15,Infra_PHHCVC,Hospital upgrade,2022,Ongoing
1011,24,Infra_KC8I9I,Water supply,2009,Completed
1012,31,Infra_NQ9402,Electricity,2013,Ongoing
1013,46,Infra_S0BPFD,Road,2009,Ongoing
1014,30,Infra_C0QABS,Hospital upgrade,2021,Ongoing
1015,18,Infra_6ZNTA1,Bridge,2016,Ongoing
1016,18,Infra_8OJ4E2,Electricity,2024,Planned
1017,3,Infra_C6XHO5,Electricity,2024,Planned
1018,21,Infra_COUDNC,Water supply,2009,Planned
1019,18,Infra_K2OVN2,School construction,2018,Completed
1020,11,Infra_E5XH5Q,Bridge,2012,Completed
1021,26,Infra_ZMNHFL,Bridge,2013,Ongoing
1022,3,Infra_IE6YNC,Water supply,2019,Ongoing
1023,33,Infra_7EOR9D,Water supply,2016,Planned
1024,31,Infra_GH5KT6,Bridge,2014,Completed
1025,31,Infra_NLFREM,School construction,2024,Ongoing
1026,32,Infra_QCSAGG,Hospital upgrade,2015,Planned
1027,35,Infra_JZVA5N,Electricity,2021,Ongoing
1028,40,Infra_30CWG9,Water supply,2024,Planned
1029,2,Infra_LVZTZW,Road,2013,Ongoing
1030,28,Infra_FW9PTM,Electricity,2024,Planned
1031,13,Infra_RX8VVX,Bridge,2021,Planned
1032,15,Infra_EFD0SF,Hospital upgrade,2021,Completed
1033,1,Infra_P0FA77,School construction,2007,Planned
1034,43,Infra_I9Q3O9,Hospital upgrade,2010,Completed
1035,25,Infra_WMZ22F,Road,2023,Ongoing
1036,24,Infra_G6JI97,School construction,2015,Ongoing
1037,44,Infra_FYTWJ1,Electricity,2005,Planned
1038,26,Infra_MO9XXB,Electricity,2017,Planned
1039,8,Infra_K529TM,Road,2017,Ongoing
1040,44,Infra_X4N9RG,School construction,2011,Completed
1041,19,Infra_15K7Y0,Bridge,2015,Completed
1042,3,Infra_WZ4UDI,Bridge,2021,Ongoing
1043,11,Infra_TZRULA,Electricity,2009,Completed
1044,26,Infra_S6OGOI,Water supply,2018,Planned
1045,8,Infra_QQ94KP,Road,2015,Planned
1046,44,Infra_GS6T0Y,Electricity,2007,Planned
1047,14,Infra_ZPSNJ3,Road,2008,Planned
1048,42,Infra_OSJM6P,Water supply,2021,Ongoing
1049,11,Infra_QEQ5H0,Hospital upgrade,2019,Ongoing
1050,19,Infra_IDNS0G,School construction,2013,Completed
1051,28,Infra_GIPWY4,Electricity,2022,Completed
1052,18,Infra_05L28I,Water supply,2019,Planned
1053,31,Infra_VWES08,Road,2013,Planned
1054,46,Infra_I7QMFE,Hospital upgrade,2021,Ongoing
1055,42,Infra_1UVCTJ,School construction,2022,Ongoing
1056,42,Infra_EFX5OW,Road,2005,Planned
1057,25,Infra_W3TMBW,School construction,2015,Planned
1058,16,Infra_9N22O9,Road,2008,Planned
1059,2,Infra_UU3EOG,Bridge,2021,Planned
1060,20,Infra_Q9R2ZO,Water supply,2024,Completed
1061,18,Infra_CKVCFK,Road,2022,Ongoing
1062,20,Infra_NVUI6D,School construction,2008,Completed
1063,30,Infra_WYCRZQ,School construction,2023,Completed
1064,1,Infra_4MT6JD,Road,2008,Completed
1065,10,Infra_D5VYCS,Road,2022,Ongoing
1066,10,Infra_IG5IPL,Hospital upgrade,2005,Planned
1067,12,Infra_PO08DM,Electricity,2019,Planned
1068,29,Infra_R67BJ7,Hospital upgrade,2021,Planned
1069,13,Infra_V93RB1,Electricity,2010,Ongoing
1070,30,Infra_QN2RM3,Bridge,2009,Ongoing
1071,27,Infra_9UNM4W,Water supply,2019,Ongoing
1072,12,Infra_1DZO3P,Hospital upgrade,2022,Ongoing
1073,29,Infra_WTVNXZ,Road,2019,Completed
1074,2,Infra_C54SUH,School construction,2010,Completed
1075,17,Infra_4BWNSZ,Electricity,2016,Ongoing
1076,25,Infra_GPQSDZ,School construction,2017,Planned
1077,12,Infra_TDPF6Z,Road,2023,Ongoing
1078,20,Infra_87M43I,Water supply,2014,Planned
1079,18,Infra_CQQCQS,Road,2014,Completed
1080,18,Infra_GM7TI5,School construction,2018,Planned
1081,13,Infra_UF83OO,Water supply,2005,Ongoing
1082,17,Infra_CKWBTS,Road,2014,Completed
1083,2,Infra_JK8TLO,Bridge,2008,Completed
1084,27,Infra_5M8HOF,Bridge,2022,Ongoing
1085,24,Infra_Z0ZF9T,Electricity,2020,Ongoing
1086,24,Infra_B3HSAE,Electricity,2009,Ongoing
1087,3,Infra_3V5A1W,School construction,2010,Planned
1088,36,Infra_IGANTN,School construction,2012,Ongoing
1089,32,Infra_Z9TG1O,Road,2010,Planned
1090,26,Infra_L7A5VM,Road,2011,Ongoing
1091,11,Infra_AUEFYB,Water supply,2009,Completed
1092,31,Infra_BBMKFU,School construction,2014,Planned
1093,12,Infra_WG86HL,Road,2007,Ongoing
1094,20,Infra_RNY5LF,Electricity,2014,Completed
1095,1,Infra_0ZDPV3,Road,2008,Planned
1096,17,Infra_WPZG8L,Hospital upgrade,2011,Completed
1097,13,Infra_HVG2VB,Electricity,2023,Planned
1098,22,Infra_5SIVEP,School construction,2018,Completed
1099,15,Infra_8OOU9Z,Electricity,2021,Ongoing
1100,15,Infra_MOCS8P,Water supply,2005,Planned
1101,44,Infra_P5AD2H,School construction,2024,Planned
1102,40,Infra_CWBTM4,School construction,2012,Planned
1103,45,Infra_T1N1PB,School construction,2008,Planned
1104,13,Infra_NEAEPO,Hospital upgrade,2006,Completed
1105,17,Infra_D1KC0L,Bridge,2007,Completed
1106,28,Infra_UVRB3V,Road,2024,Ongoing
1107,13,Infra_NF6X3T,Electricity,2009,Planned
1108,26,Infra_XO4277,Bridge,2008,Ongoing
1109,42,Infra_5WPZPE,Electricity,2017,Ongoing
1110,8,Infra_PB7KKC,Water supply,2014,Completed
1111,47,Infra_LQ6L5Q,Bridge,2016,Ongoing
1112,3,Infra_4L2SY3,School construction,2022,Completed
1113,47,Infra_JIYCS2,Water supply,2023,Ongoing
1114,41,Infra_QX2KTY,Water supply,2015,Completed
1115,6,Infra_LZK3M3,Hospital upgrade,2008,Completed
1116,46,Infra_0M7ES1,Bridge,2010,Planned
1117,13,Infra_0S2L7Q,Road,2013,Planned
1118,9,Infra_BQKV1D,Road,2014,Planned
1119,4,Infra_QIJ781,Water supply,2010,Ongoing
1120,17,Infra_UUAYR5,Bridge,2019,Completed
1121,31,Infra_Y7IN0Y,Road,2005,Completed
1122,35,Infra_EKTHYD,School construction,2022,Completed
1123,42,Infra_59G1LO,Bridge,2020,Completed
1124,22,Infra_COS65T,Bridge,2008,Planned
1125,33,Infra_03HSB8,Bridge,2018,Ongoing
1126,22,Infra_9N5TUV,Hospital upgrade,2014,Ongoing
1127,43,Infra_C88GSQ,Water supply,2021,Planned
1128,12,Infra_7ZH6AS,School construction,2012,Ongoing
1129,13,Infra_9A53O7,Water supply,2007,Completed
1130,29,Infra_8M47BF,Bridge,2019,Planned
1131,17,Infra_19EH7P,Bridge,2013,Ongoing
1132,14,Infra_OVILXV,Electricity,2011,Ongoing
1133,8,Infra_ROBDZ2,Water supply,2017,Ongoing
1134,23,Infra_FTNYJ0,Electricity,2008,Ongoing
1135,12,Infra_55T5IN,Electricity,2023,Completed
1136,35,Infra_TN6RN1,Bridge,2019,Planned
1137,28,Infra_DEO6VH,Bridge,2012,Ongoing
1138,31,Infra_RVFYPX,Electricity,2015,Completed
1139,14,Infra_OFPICS,Bridge,2010,Ongoing
1140,33,Infra_64EQ8N,Bridge,2020,Planned
1141,14,Infra_M95TC4,Electricity,2010,Ongoing
1142,37,Infra_VXJW1C,Water supply,2008,Ongoing
1143,9,Infra_6GRHX6,School construction,2015,Completed
1144,8,Infra_MN2WWD,School construction,2018,Planned
1145,3,Infra_A9D0F2,Electricity,2014,Planned
1146,41,Infra_CG6BWP,Road,2007,Planned
1147,22,Infra_TQ16EK,Hospital upgrade,2012,Ongoing
1148,29,Infra_TQ0B0D,Hospital upgrade,2015,Planned
1149,42,Infra_CN4D8S,Bridge,2010,Ongoing
1150,1,Infra_LSVQOA,Bridge,2024,Planned
1151,22,Infra_6Y5MPQ,School construction,2007,Ongoing
1152,26,Infra_SD4T75,Water supply,2012,Ongoing
1153,40,Infra_CPJPRR,School construction,2008,Ongoing
1154,23,Infra_FPBR8W,Road,2008,Ongoing
1155,13,Infra_QL5FHO,Bridge,2014,Planned
1156,18,Infra_6VL00M,Road,2012,Planned
1157,18,Infra_YYZQWU,Water supply,2016,Completed
1158,11,Infra_JCD42Q,Bridge,2022,Ongoing
1159,31,Infra_ARI29A,Electricity,2010,Planned
1160,33,Infra_BVXFJV,Road,2009,Planned
1161,19,Infra_EPJ240,Bridge,2010,Planned
1162,18,Infra_GMAL07,School construction,2021,Ongoing
1163,11,Infra_R5YKGK,Bridge,2014,Planned
1164,2,Infra_O4V1LV,Hospital upgrade,2021,Ongoing
1165,23,Infra_N3LLHD,Road,2009,Ongoing
1166,4,Infra_FD0AJX,School construction,2013,Ongoing
1167,47,Infra_FXYZMM,Electricity,2014,Planned
1168,30,Infra_RPJ6HW,Bridge,2009,Planned
1169,47,Infra_S5JWQ2,Electricity,2008,Completed
1170,3,Infra_RUIG7H,Bridge,2013,Planned
1171,18,Infra_VQP2QS,Hospital upgrade,2015,Completed
1172,18,Infra_KRPPG4,Road,2019,Planned
1173,44,Infra_TYJMJ7,Water supply,2012,Completed
1174,25,Infra_HPRVWN,Bridge,2015,Planned
1175,13,Infra_D9IA4I,Electricity,2005,Ongoing
1176,43,Infra_5YBYQZ,Hospital upgrade,2018,Ongoing
1177,4,Infra_FZ6A0E,Road,2017,Ongoing
1178,18,Infra_98BNX0,School construction,2012,Completed
1179,13,Infra_QLPWMJ,Bridge,2013,Planned
1180,15,Infra_N5G5KB,Water supply,2022,Completed
1181,30,Infra_9J0FT7,Electricity,2020,Completed
1182,14,Infra_XM79D7,Bridge,2019,Completed
1183,26,Infra_5GDMLA,Water supply,2017,Planned
1184,29,Infra_VD96ZG,Road,2012,Planned
1185,18,Infra_Q2JLEP,School construction,2017,Planned
1186,12,Infra_Z3A0A8,Water supply,2012,Completed
1187,44,Infra_D5JC15,Electricity,2020,Planned
1188,41,Infra_MR8ESZ,Hospital upgrade,2006,Ongoing
1189,30,Infra_TYT4FH,Road,2006,Completed
1190,47,Infra_LU4JRW,Road,2010,Ongoing
1191,18,Infra_J361VB,Road,2024,Completed
1192,13,Infra_4GGXQI,Water supply,2011,Ongoing
1193,14,Infra_IVS3GY,Electricity,2006,Completed
1194,15,Infra_MJBSOP,Water supply,2005,Completed
1195,45,Infra_NWKRCI,School construction,2024,Completed
1196,11,Infra_45L3ZU,Electricity,2006,Ongoing
1197,6,Infra_81N2DX,Road,2007,Planned
1198,27,Infra_X0CM8T,Water supply,2024,Planned
1199,8,Infra_54JPLM,School construction,2008,Ongoing
1200,15,Infra_9R9XYQ,Water supply,2005,Planned
1201,29,Infra_E5AMUA,Hospital upgrade,2016,Completed
1202,36,Infra_4C2V3D,Hospital upgrade,2014,Planned
1203,13,Infra_HLF5G2,School construction,2017,Ongoing
1204,4,Infra_TZ02ZY,Bridge,2024,Planned
1205,18,Infra_YLIDRO,Hospital upgrade,2019,Ongoing
1206,7,Infra_QVD7J9,Bridge,2008,Planned
1207,45,Infra_O7ZM0M,Electricity,2016,Ongoing
1208,13,Infra_JQUVAE,Road,2009,Planned
1209,24,Infra_O1CEJI,Bridge,2006,Planned
1210,22,Infra_5KKCPW,School construction,2023,Planned
1211,30,Infra_2EN5C6,School construction,2021,Planned
1212,24,Infra_YECIHE,Water supply,2008,Planned
1213,17,Infra_JG4UYH,Bridge,2013,Ongoing
1214,30,Infra_GATXDW,Hospital upgrade,2017,Completed
1215,14,Infra_3NN15V,School construction,2017,Ongoing
1216,8,Infra_5KB0FM,Hospital upgrade,2017,Ongoing
1217,30,Infra_V4ME6H,Bridge,2005,Planned
1218,33,Infra_I7SGI1,Electricity,2014,Ongoing
1219,1,Infra_903DWK,Road,2020,Ongoing
1220,4,Infra_L56X7M,Electricity,2017,Completed
1221,39,Infra_BRJGJM,Road,2013,Ongoing
1222,47,Infra_8EYHJH,Electricity,2019,Completed
1223,40,Infra_RSYGE3,Water supply,2020,Completed
1224,19,Infra_4H1VV2,Hospital upgrade,2015,Planned
1225,17,Infra_6JT0DV,Road,2013,Planned
1226,6,Infra_GT2298,Hospital upgrade,2022,Ongoing
1227,18,Infra_5AOQW6,Electricity,2018,Completed
1228,12,Infra_56RKSS,Road,2016,Completed
1229,32,Infra_C7JH0Y,Bridge,2023,Planned
1230,31,Infra_6EP343,Electricity,2016,Completed
1231,11,Infra_XSTY0Q,Electricity,2006,Ongoing
1232,5,Infra_79V3PJ,Electricity,2015,Completed
1233,17,Infra_Y9F09K,Water supply,2009,Planned
1234,13,Infra_RJBJAK,Electricity,2023,Completed
1235,5,Infra_3VYKON,Electricity,2018,Planned
1236,22,Infra_T3JN7A,Bridge,2019,Planned
1237,38,Infra_3NZ1LL,Bridge,2023,Completed
1238,27,Infra_HV3SHV,Road,2013,Ongoing
1239,18,Infra_HBAJ3O,School construction,2010,Ongoing
1240,12,Infra_4LXJ37,Bridge,2016,Ongoing
1241,35,Infra_51I5AO,Hospital upgrade,2005,Planned
1242,7,Infra_3OH7AF,Water supply,2017,Planned
1243,42,Infra_265MAJ,Water supply,2012,Planned
1244,42,Infra_3RM4EU,Bridge,2021,Ongoing
1245,8,Infra_QNXSO0,Road,2019,Completed
1246,5,Infra_WT1PG3,Water supply,2010,Ongoing
1247,29,Infra_Q7FC5K,Water supply,2019,Completed
1248,13,Infra_MCBHQH,Road,2015,Completed
1249,19,Infra_SD91S8,Hospital upgrade,2023,Ongoing
1250,1,Infra_ONM2U3,Road,2009,Planned
1251,31,Infra_DXS6H4,Road,2012,Completed
1252,4,Infra_RWM0ME,Electricity,2023,Ongoing
1253,22,Infra_C4ZHT1,Hospital upgrade,2008,Planned
1254,13,Infra_36BNAP,Road,2007,Ongoing
1255,31,Infra_63GEFS,School construction,2006,Ongoing
1256,47,Infra_P3PXQE,Water supply,2006,Planned
1257,13,Infra_TJ0I0O,Electricity,2018,Planned
1258,45,Infra_2AT8EI,Hospital upgrade,2010,Ongoing
1259,24,Infra_AVPU9J,Hospital upgrade,2006,Ongoing
1260,47,Infra_KF84A3,Bridge,2008,Planned
1261,30,Infra_XBN30B,Road,2013,Planned
1262,16,Infra_QMZ1KE,Hospital upgrade,2017,Planned
1263,39,Infra_KHWZTN,Road,2021,Ongoing
1264,2,Infra_C2T2NH,Road,2020,Completed
1265,33,Infra_NVR28G,Hospital upgrade,2022,Completed
1266,2,Infra_OT4IS1,School construction,2017,Completed
1267,3,Infra_JVF9C3,Hospital upgrade,2011,Planned
1268,43,Infra_ZVTSEV,Electricity,2012,Completed
1269,25,Infra_A108IV,School construction,2010,Ongoing
1270,9,Infra_0GHZ6C,School construction,2008,Completed
1271,43,Infra_Z3VA11,Bridge,2010,Ongoing
1272,6,Infra_KDGVMX,Hospital upgrade,2017,Ongoing
1273,29,Infra_BPEXXW,Electricity,2007,Ongoing
1274,46,Infra_BPCRYV,Bridge,2024,Planned
1275,38,Infra_XR8ROM,Road,2016,Completed
1276,22,Infra_QO3X3V,Water supply,2020,Planned
1277,7,Infra_NA4Y07,Water supply,2023,Completed
1278,26,Infra_OH6YYJ,Bridge,2019,Ongoing
1279,11,Infra_PZEAYJ,Road,2015,Completed
1280,12,Infra_O2OE1I,Bridge,2016,Completed
1281,45,Infra_AMJL7I,Road,2015,Planned
1282,47,Infra_LQAC72,School construction,2008,Completed
1283,41,Infra_PUREKA,Road,2006,Completed
1284,10,Infra_P9D05G,Hospital upgrade,2005,Ongoing
1285,22,Infra_R31PT4,Electricity,2017,Ongoing
1286,7,Infra_5EA8RN,Hospital upgrade,2019,Planned
1287,42,Infra_HITPSC,Water supply,2023,Completed
1288,8,Infra_K6QG4E,Hospital upgrade,2009,Completed
1289,17,Infra_WCE2RF,Water supply,2013,Planned
1290,40,Infra_8TM4YY,Road,2020,Completed
1291,25,Infra_5FL272,Electricity,2019,Planned
1292,44,Infra_02ZDAR,Bridge,2013,Planned
1293,28,Infra_37C0AJ,Water supply,2023,Ongoing
1294,30,Infra_2PBC2G,Hospital upgrade,2023,Completed
1295,11,Infra_HMIF4B,Bridge,2020,Completed
1296,40,Infra_INRTFR,Bridge,2021,Planned
1297,43,Infra_W67MVR,School construction,2014,Completed
1298,4,Infra_PULNJ6,School construction,2019,Completed
1299,11,Infra_WA31L8,School construction,2015,Completed
1300,16,Infra_H4FB7G,Electricity,2007,Completed
1301,4,Infra_YUUO1T,Water supply,2024,Ongoing
1302,14,Infra_ASCTXM,School construction,2011,Completed
1303,41,Infra_QB21UJ,School construction,2022,Completed
1304,13,Infra_MN045W,Water supply,2005,Ongoing
1305,23,Infra_UBUTVR,Electricity,2009,Planned
1306,39,Infra_2PF72G,Bridge,2005,Ongoing
1307,40,Infra_KM60UL,School construction,2015,Planned
1308,43,Infra_7W5M2T,Electricity,2013,Completed
1309,30,Infra_XH452O,Hospital upgrade,2024,Planned
1310,46,Infra_G03OOQ,School construction,2013,Planned
1311,24,Infra_NA6O9J,Hospital upgrade,2016,Ongoing
1312,38,Infra_H8H87R,Water supply,2021,Planned
1313,14,Infra_FVO3UV,School construction,2005,Ongoing
1314,31,Infra_OP5LRZ,Electricity,2007,Planned
1315,11,Infra_05BI34,Water supply,2008,Planned
1316,40,Infra_GFXLM3,Water supply,2008,Planned
1317,38,Infra_HFURSS,Bridge,2005,Ongoing
1318,47,Infra_VGETRF,Road,2014,Completed
1319,10,Infra_432VKN,Electricity,2022,Planned
1320,26,Infra_QI2N87,Bridge,2021,Completed
1321,30,Infra_LQ2ZRB,Electricity,2011,Ongoing
1322,24,Infra_CKMOU7,Bridge,2020,Completed
1323,18,Infra_X61SFB,Road,2008,Ongoing
1324,2,Infra_T5I0EQ,Hospital upgrade,2022,Ongoing
1325,16,Infra_XPD6G9,Road,2007,Completed
1326,4,Infra_FF3WHM,School construction,2016,Completed
1327,30,Infra_B3IPMU,Hospital upgrade,2019,Completed
1328,39,Infra_2LMEOS,Electricity,2011,Planned
1329,3,Infra_OMSMW5,Hospital upgrade,2006,Planned
1330,13,Infra_L8WKH4,Bridge,2024,Ongoing
1331,33,Infra_MCWHM6,Electricity,2014,Completed
1332,15,Infra_YCU4SU,Hospital upgrade,2006,Completed
1333,16,Infra_YK7GA6,School construction,2022,Ongoing
1334,38,Infra_HH8V76,Hospital upgrade,2010,Completed
1335,20,Infra_CDB896,Road,2021,Completed
1336,11,Infra_AEN0IV,Water supply,2005,Completed
1337,28,Infra_QINCTQ,Hospital upgrade,2005,Ongoing
1338,18,Infra_3DMGQ2,School construction,2012,Ongoing
1339,35,Infra_BI8I2O,School construction,2013,Ongoing
1340,8,Infra_GAN6FH,Water supply,2015,Completed
1341,17,Infra_603QR1,Electricity,2010,Planned
1342,29,Infra_NZC417,Water supply,2013,Ongoing
1343,6,Infra_YC2N05,Electricity,2011,Planned
1344,3,Infra_JB1BJU,Road,2023,Ongoing
1345,43,Infra_8APTH0,Hospital upgrade,2022,Completed
1346,12,Infra_U088RO,Electricity,2022,Ongoing
1347,31,Infra_JYSMHO,Water supply,2014,Completed
1348,28,Infra_826PC0,Water supply,2008,Ongoing
1349,22,Infra_SOTYB6,Electricity,2024,Ongoing
1350,18,Infra_VIORBE,Road,2006,Ongoing
1351,30,Infra_CFMLL8,Road,2022,Completed
1352,46,Infra_0KPAOW,Road,2006,Ongoing
1353,41,Infra_TR9FJ2,Electricity,2009,Completed
1354,4,Infra_CSDTFQ,Road,2021,Ongoing
1355,12,Infra_BTDH6T,Electricity,2013,Planned
1356,27,Infra_XGJXHM,School construction,2022,Planned
1357,38,Infra_585KFG,Bridge,2010,Ongoing
1358,3,Infra_6DOIKE,Hospital upgrade,2022,Ongoing
1359,22,Infra_19899U,Road,2016,Planned
1360,16,Infra_K0XZ5A,Road,2008,Planned
1361,37,Infra_8XL8FY,Electricity,2016,Ongoing
1362,46,Infra_5EC1J5,Electricity,2005,Completed
1363,13,Infra_5UU6LF,School construction,2016,Completed
1364,16,Infra_FBFX4I,Bridge,2017,Completed
1365,24,Infra_9IPW3R,Electricity,2019,Completed
1366,26,Infra_ASYFGC,Bridge,2018,Ongoing
1367,15,Infra_M87MY2,Water supply,2016,Planned
1368,33,Infra_FIZNA8,School construction,2008,Completed
1369,31,Infra_LQYQQ6,Electricity,2011,Ongoing
1370,33,Infra_WTH8SO,Road,2015,Ongoing
1371,30,Infra_ZO48ZL,Electricity,2023,Planned
1372,23,Infra_ESDU0C,Road,2020,Planned
1373,32,Infra_5FMZCX,Hospital upgrade,2016,Ongoing
1374,19,Infra_683IUL,Water supply,2014,Completed
1375,43,Infra_1M2PPP,School construction,2017,Planned
1376,11,Infra_WY9POV,Electricity,2016,Completed
1377,40,Infra_IH52BV,Road,2018,Ongoing
1378,35,Infra_Y01JGM,School construction,2020,Completed
1379,41,Infra_51U9J8,Hospital upgrade,2006,Planned
1380,10,Infra_0TQRQ3,School construction,2020,Planned
1381,29,Infra_48TUZX,Electricity,2016,Ongoing
1382,39,Infra_V7KT4T,Electricity,2010,Completed
1383,24,Infra_DZG6RS,Hospital upgrade,2024,Ongoing
1384,40,Infra_4P2DC0,Bridge,2011,Completed
1385,28,Infra_LHFTA2,Electricity,2009,Ongoing
1386,24,Infra_U8T49E,School construction,2017,Ongoing
1387,35,Infra_ZRP05R,School construction,2021,Ongoing
1388,41,Infra_JNLTRD,Water supply,2013,Completed
1389,31,Infra_74QZGJ,Water supply,2020,Planned
1390,3,Infra_P9YLV5,Water supply,2014,Planned
1391,17,Infra_L0XYOE,Road,2008,Completed
1392,25,Infra_DKLEK4,School construction,2012,Completed
1393,1,Infra_H8NTOL,School construction,2007,Planned
1394,40,Infra_JULQ4E,Hospital upgrade,2013,Planned
1395,13,Infra_IFX4A6,Bridge,2017,Completed
1396,28,Infra_2TLV4O,Water supply,2013,Planned
1397,26,Infra_YEC3NK,Water supply,2009,Completed
1398,23,Infra_IQ9LQ6,Water supply,2019,Completed
1399,22,Infra_9EMU5Z,Electricity,2019,Ongoing
1400,17,Infra_5GRMXC,Electricity,2007,Completed
1401,41,Infra_JEBD6G,Road,2005,Completed
1402,18,Infra_I3YDLI,Electricity,2022,Ongoing
1403,10,Infra_ZCYQ9I,School construction,2016,Planned
1404,13,Infra_8S6EXG,Electricity,2005,Planned
1405,47,Infra_VZHBVV,Road,2009,Completed
1406,14,Infra_NTA2A5,Electricity,2006,Ongoing
1407,18,Infra_8GY94S,Water supply,2015,Ongoing
1408,30,Infra_8VH0LP,Hospital upgrade,2016,Planned
1409,31,Infra_YHOVBO,School construction,2016,Ongoing
1410,13,Infra_YFBK71,School construction,2024,Ongoing
1411,36,Infra_85M4QW,Bridge,2022,Ongoing
1412,26,Infra_485SK6,Water supply,2015,Ongoing
1413,18,Infra_43LZMX,Bridge,2007,Planned
1414,42,Infra_WMW6SF,Bridge,2014,Ongoing
1415,16,Infra_MNNYSJ,School construction,2019,Completed
1416,16,Infra_Y6J1BC,School construction,2010,Completed
1417,33,Infra_RDROGS,Water supply,2014,Completed
1418,11,Infra_10TWFM,School construction,2021,Completed
1419,30,Infra_TW3MEX,Water supply,2022,Ongoing
1420,8,Infra_ZNATE5,School construction,2024,Ongoing
1421,11,Infra_2A7RI6,Water supply,2009,Planned
1422,12,Infra_7CPNIV,Hospital upgrade,2006,Completed
1423,36,Infra_SA805H,School construction,2011,Ongoing
1424,35,Infra_3625XB,Road,2015,Ongoing
1425,26,Infra_L2BF4H,Road,2023,Ongoing
1426,31,Infra_KY2Y53,Water supply,2006,Ongoing
1427,32,Infra_TNWU70,Electricity,2018,Planned
1428,24,Infra_LM38LS,Water supply,2012,Planned
1429,32,Infra_AMQOOG,Road,2011,Completed
1430,39,Infra_MNK9LF,Road,2022,Completed
1431,19,Infra_FFL5UH,Bridge,2005,Planned
1432,30,Infra_J75Z7M,Road,2022,Ongoing
1433,42,Infra_O48BCJ,School construction,2023,Planned
1434,18,Infra_HA06RR,Water supply,2018,Completed
1435,41,Infra_JX50WD,Bridge,2007,Completed
1436,30,Infra_9SSQBW,School construction,2017,Planned
1437,23,Infra_UCZVN9,Road,2019,Ongoing
1438,19,Infra_F21H2N,Electricity,2005,Planned
1439,4,Infra_PVLYPJ,School construction,2020,Completed
1440,22,Infra_3VAOXW,Water supply,2009,Completed
1441,46,Infra_YH3O77,Electricity,2006,Ongoing
1442,2,Infra_NNY4HK,Bridge,2017,Completed
1443,45,Infra_SHIRGC,Water supply,2005,Completed
1444,29,Infra_S0BR0O,Hospital upgrade,2010,Ongoing
1445,31,Infra_Z305XY,Hospital upgrade,2024,Planned
1446,45,Infra_KYG62H,School construction,2014,Ongoing
1447,26,Infra_SQPDLU,School construction,2012,Ongoing
1448,32,Infra_H7G8QI,Road,2005,Ongoing
1449,34,Infra_22ZGQV,Bridge,2018,Completed
1450,30,Infra_KAQPTW,Road,2006,Planned
1451,44,Infra_YQ6X1B,Water supply,2017,Ongoing
1452,30,Infra_VNFDQ3,Hospital upgrade,2011,Completed
1453,30,Infra_PLAOSZ,Bridge,2023,Completed
1454,18,Infra_KMEOHD,Bridge,2008,Ongoing
1455,27,Infra_4G15QF,Bridge,2022,Planned
1456,18,Infra_P4XP8B,Bridge,2005,Ongoing
1457,27,Infra_H18VLM,Electricity,2013,Completed
1458,6,Infra_F3XWBU,Road,2021,Completed
1459,30,Infra_MUQART,Electricity,2014,Ongoing
1460,40,Infra_HOKPJ7,Electricity,2015,Completed
1461,31,Infra_Q8OTMI,Electricity,2009,Completed
1462,44,Infra_I9G59V,Electricity,2009,Ongoing
1463,30,Infra_XMDD2G,School construction,2014,Ongoing
1464,4,Infra_OO2F4X,Road,2018,Ongoing
1465,38,Infra_IACOF0,School construction,2011,Planned
1466,46,Infra_YYNKU0,Bridge,2016,Planned
1467,30,Infra_E3QXU8,Bridge,2008,Planned
1468,43,Infra_44755L,Road,2024,Completed
1469,38,Infra_A6RMD9,Hospital upgrade,2011,Planned
1470,14,Infra_EW0WP2,School construction,2023,Ongoing
1471,13,Infra_KP0O2R,School construction,2005,Planned
1472,8,Infra_RDOCU4,School construction,2007,Planned
1473,36,Infra_MDOO03,Electricity,2005,Planned
1474,6,Infra_02GABL,Road,2013,Planned
1475,37,Infra_8GM3F7,School construction,2019,Planned
1476,3,Infra_XR4WK6,Bridge,2013,Completed
1477,13,Infra_9H4P4F,Bridge,2012,Planned
1478,10,Infra_NBH5G6,Water supply,2021,Completed
1479,13,Infra_OCB92J,Bridge,2014,Completed
1480,47,Infra_BUA0L8,Bridge,2021,Planned
1481,4,Infra_HOH5C3,Water supply,2009,Completed
1482,5,Infra_F6TA6S,Electricity,2014,Planned
1483,25,Infra_JX7FDP,Electricity,2017,Ongoing
1484,30,Infra_MKXUD9,School construction,2010,Completed
1485,7,Infra_0Z3I9E,Hospital upgrade,2022,Planned
1486,22,Infra_GM1BG2,Bridge,2023,Ongoing
1487,36,Infra_357V2Z,Water supply,2011,Completed
1488,26,Infra_MJMWJ6,Hospital upgrade,2020,Ongoing
1489,3,Infra_57VQAB,Hospital upgrade,2023,Ongoing
1490,16,Infra_HXFGW9,Electricity,2022,Planned
1491,47,Infra_KLHFWK,Electricity,2014,Planned
1492,5,Infra_HWH5FA,Electricity,2010,Planned
1493,18,Infra_CA6QC3,School construction,2023,Completed
1494,21,Infra_YKTKTM,Bridge,2019,Planned
